!NUMBER OF ENERGY LEVELS
64
!NUMBER OF COLLISIONAL TRANSITIONS
1899
!NUMBER OF COLLISION TEMPERATURES
25
!COLLISION TEMPERATURES
                         2.0        3.0        5.0       7.0       10.0       15.0       20.0       30.0       50.0       70.0      100.0      150.0      200.0      300.0      500.0      700.0     1000.0     1500.0     2000.0     3000.0     5000.0     7000.0    10000.0    15000.0    20000.0
!NUM         UP    LOW    DOWN_COLL_RATES [cm^3 s^-1]
1497  57    11    1.5765E-35 1.1262E-34 1.3411E-33 3.3540E-33 8.8627E-33 1.9951E-32 3.5482E-32 6.9272E-32 1.4481E-31 2.2367E-31 3.4203E-31 5.3350E-31 7.1590E-31 1.0557E-30 1.6586E-30 2.1895E-30 2.8946E-30 3.8861E-30 4.7893E-30 6.2966E-30 6.2966E-30 6.2966E-30 6.2966E-30 6.2966E-30 6.2966E-30 
1498  57    12    1.7782E-35 1.2703E-34 1.5127E-33 3.7832E-33 9.9968E-33 2.2504E-32 4.0022E-32 7.8136E-32 1.6334E-31 2.5229E-31 3.8580E-31 6.0177E-31 8.0751E-31 1.1908E-30 1.8709E-30 2.4697E-30 3.2650E-30 4.3833E-30 5.4021E-30 7.1024E-30 7.1024E-30 7.1024E-30 7.1024E-30 7.1024E-30 7.1024E-30 
1499  57    13    1.9985E-35 1.4277E-34 1.7001E-33 4.2517E-33 1.1235E-32 2.5292E-32 4.4979E-32 8.7814E-32 1.8357E-31 2.8354E-31 4.3358E-31 6.7630E-31 9.0753E-31 1.3383E-30 2.1026E-30 2.7755E-30 3.6694E-30 4.9262E-30 6.0712E-30 7.9820E-30 7.9820E-30 7.9820E-30 7.9820E-30 7.9820E-30 7.9820E-30 
1500  57    14    2.2432E-35 1.6025E-34 1.9082E-33 4.7723E-33 1.2610E-32 2.8388E-32 5.0486E-32 9.8565E-32 2.0604E-31 3.1825E-31 4.8667E-31 7.5910E-31 1.0186E-30 1.5021E-30 2.3600E-30 3.1154E-30 4.1187E-30 5.5294E-30 6.8145E-30 8.9593E-30 8.9593E-30 8.9593E-30 8.9593E-30 8.9593E-30 8.9593E-30 
1501  57    15    2.5217E-35 1.8015E-34 2.1451E-33 5.3648E-33 1.4176E-32 3.1913E-32 5.6755E-32 1.1080E-31 2.3163E-31 3.5777E-31 5.4710E-31 8.5336E-31 1.1451E-30 1.6887E-30 2.6530E-30 3.5022E-30 4.6301E-30 6.2159E-30 7.6606E-30 1.0072E-29 1.0072E-29 1.0072E-29 1.0072E-29 1.0072E-29 1.0072E-29 
1502  57    16    2.8502E-35 2.0362E-34 2.4246E-33 6.0638E-33 1.6023E-32 3.6071E-32 6.4150E-32 1.2524E-31 2.6181E-31 4.0438E-31 6.1838E-31 9.6454E-31 1.2943E-30 1.9087E-30 2.9987E-30 3.9585E-30 5.2333E-30 7.0258E-30 8.6588E-30 1.1384E-29 1.1384E-29 1.1384E-29 1.1384E-29 1.1384E-29 1.1384E-29 
1503  57    17    3.2604E-35 2.3292E-34 2.7735E-33 6.9364E-33 1.8329E-32 4.1261E-32 7.3380E-32 1.4326E-31 2.9948E-31 4.6257E-31 7.0736E-31 1.1033E-30 1.4806E-30 2.1833E-30 3.4302E-30 4.5281E-30 5.9864E-30 8.0368E-30 9.9047E-30 1.3022E-29 1.3022E-29 1.3022E-29 1.3022E-29 1.3022E-29 1.3022E-29 
1504  57    18    3.8269E-35 2.7339E-34 3.2554E-33 8.1416E-33 2.1514E-32 4.8431E-32 8.6131E-32 1.6815E-31 3.5152E-31 5.4295E-31 8.3027E-31 1.2950E-30 1.7378E-30 2.5627E-30 4.0262E-30 5.3149E-30 7.0266E-30 9.4332E-30 1.1626E-29 1.5285E-29 1.5285E-29 1.5285E-29 1.5285E-29 1.5285E-29 1.5285E-29 
1505  57    19    4.8110E-35 3.4369E-34 4.0926E-33 1.0235E-32 2.7046E-32 6.0885E-32 1.0828E-31 2.1140E-31 4.4191E-31 6.8257E-31 1.0438E-30 1.6281E-30 2.1847E-30 3.2217E-30 5.0616E-30 6.6817E-30 8.8335E-30 1.1859E-29 1.4615E-29 1.9215E-29 1.9215E-29 1.9215E-29 1.9215E-29 1.9215E-29 1.9215E-29 
1506  57    20    4.2642E-35 3.0463E-34 3.6275E-33 9.0721E-33 2.3972E-32 5.3966E-32 9.5974E-32 1.8737E-31 3.9169E-31 6.0500E-31 9.2516E-31 1.4431E-30 1.9364E-30 2.8556E-30 4.4863E-30 5.9223E-30 7.8296E-30 1.0511E-29 1.2954E-29 1.7032E-29 1.7032E-29 1.7032E-29 1.7032E-29 1.7032E-29 1.7032E-29 
1507  57    21    4.0508E-35 2.8938E-34 3.4459E-33 8.6179E-33 2.2772E-32 5.1264E-32 9.1170E-32 1.7799E-31 3.7208E-31 5.7471E-31 8.7884E-31 1.3708E-30 1.8395E-30 2.7126E-30 4.2617E-30 5.6258E-30 7.4377E-30 9.9851E-30 1.2306E-29 1.6179E-29 1.6179E-29 1.6179E-29 1.6179E-29 1.6179E-29 1.6179E-29 
1508  57    22    3.9535E-35 2.8244E-34 3.3632E-33 8.4111E-33 2.2226E-32 5.0034E-32 8.8982E-32 1.7372E-31 3.6315E-31 5.6092E-31 8.5775E-31 1.3379E-30 1.7953E-30 2.6475E-30 4.1595E-30 5.4908E-30 7.2592E-30 9.7455E-30 1.2011E-29 1.5791E-29 1.5791E-29 1.5791E-29 1.5791E-29 1.5791E-29 1.5791E-29 
1509  57    23    3.9129E-35 2.7954E-34 3.3286E-33 8.3247E-33 2.1998E-32 4.9520E-32 8.8068E-32 1.7194E-31 3.5942E-31 5.5516E-31 8.4894E-31 1.3242E-30 1.7769E-30 2.6203E-30 4.1167E-30 5.4344E-30 7.1846E-30 9.6454E-30 1.1887E-29 1.5628E-29 1.5628E-29 1.5628E-29 1.5628E-29 1.5628E-29 1.5628E-29 
1510  57    24    3.9047E-35 2.7895E-34 3.3217E-33 8.3073E-33 2.1952E-32 4.9416E-32 8.7883E-32 1.7158E-31 3.5867E-31 5.5400E-31 8.4717E-31 1.3214E-30 1.7732E-30 2.6148E-30 4.1081E-30 5.4230E-30 7.1696E-30 9.6252E-30 1.1862E-29 1.5596E-29 1.5596E-29 1.5596E-29 1.5596E-29 1.5596E-29 1.5596E-29 
1511  57    25    3.9170E-35 2.7983E-34 3.3321E-33 8.3334E-33 2.2021E-32 4.9572E-32 8.8159E-32 1.7211E-31 3.5980E-31 5.5574E-31 8.4983E-31 1.3255E-30 1.7788E-30 2.6230E-30 4.1210E-30 5.4401E-30 7.1921E-30 9.6554E-30 1.1900E-29 1.5645E-29 1.5645E-29 1.5645E-29 1.5645E-29 1.5645E-29 1.5645E-29 
1512  57    26    3.9430E-35 2.8169E-34 3.3542E-33 8.3888E-33 2.2167E-32 4.9901E-32 8.8745E-32 1.7326E-31 3.6219E-31 5.5943E-31 8.5547E-31 1.3344E-30 1.7906E-30 2.6405E-30 4.1484E-30 5.4762E-30 7.2399E-30 9.7196E-30 1.1979E-29 1.5749E-29 1.5749E-29 1.5749E-29 1.5749E-29 1.5749E-29 1.5749E-29 
1513  57    27    3.9788E-35 2.8424E-34 3.3846E-33 8.4648E-33 2.2368E-32 5.0353E-32 8.9549E-32 1.7483E-31 3.6547E-31 5.6450E-31 8.6322E-31 1.3464E-30 1.8068E-30 2.6644E-30 4.1860E-30 5.5258E-30 7.3055E-30 9.8077E-30 1.2087E-29 1.5891E-29 1.5891E-29 1.5891E-29 1.5891E-29 1.5891E-29 1.5891E-29 
1514  57    28    4.0216E-35 2.8730E-34 3.4211E-33 8.5558E-33 2.2608E-32 5.0895E-32 9.0513E-32 1.7671E-31 3.6940E-31 5.7057E-31 8.7251E-31 1.3609E-30 1.8262E-30 2.6931E-30 4.2310E-30 5.5853E-30 7.3841E-30 9.9132E-30 1.2217E-29 1.6062E-29 1.6062E-29 1.6062E-29 1.6062E-29 1.6062E-29 1.6062E-29 
1515  57    29    4.0697E-35 2.9073E-34 3.4620E-33 8.6582E-33 2.2879E-32 5.1504E-32 9.1595E-32 1.7882E-31 3.7382E-31 5.7740E-31 8.8295E-31 1.3772E-30 1.8481E-30 2.7253E-30 4.2816E-30 5.6521E-30 7.4724E-30 1.0032E-29 1.2363E-29 1.6255E-29 1.6255E-29 1.6255E-29 1.6255E-29 1.6255E-29 1.6255E-29 
1516  57    30    4.1218E-35 2.9446E-34 3.5063E-33 8.7691E-33 2.3172E-32 5.2164E-32 9.2769E-32 1.8111E-31 3.7861E-31 5.8480E-31 8.9426E-31 1.3949E-30 1.8718E-30 2.7602E-30 4.3365E-30 5.7245E-30 7.5681E-30 1.0160E-29 1.2522E-29 1.6463E-29 1.6463E-29 1.6463E-29 1.6463E-29 1.6463E-29 1.6463E-29 
1517  57    31    4.1771E-35 2.9841E-34 3.5534E-33 8.8868E-33 2.3483E-32 5.2863E-32 9.4014E-32 1.8354E-31 3.8369E-31 5.9264E-31 9.0626E-31 1.4136E-30 1.8969E-30 2.7972E-30 4.3947E-30 5.8013E-30 7.6697E-30 1.0297E-29 1.2690E-29 1.6684E-29 1.6684E-29 1.6684E-29 1.6684E-29 1.6684E-29 1.6684E-29 
1518  57    32    4.2349E-35 3.0254E-34 3.6025E-33 9.0097E-33 2.3808E-32 5.3594E-32 9.5314E-32 1.8608E-31 3.8899E-31 6.0084E-31 9.1879E-31 1.4331E-30 1.9231E-30 2.8359E-30 4.4555E-30 5.8816E-30 7.7757E-30 1.0439E-29 1.2865E-29 1.6914E-29 1.6914E-29 1.6914E-29 1.6914E-29 1.6914E-29 1.6914E-29 
1519  57    33    4.2946E-35 3.0680E-34 3.6533E-33 9.1367E-33 2.4143E-32 5.4350E-32 9.6658E-32 1.8871E-31 3.9448E-31 6.0931E-31 9.3175E-31 1.4533E-30 1.9502E-30 2.8759E-30 4.5183E-30 5.9645E-30 7.8854E-30 1.0586E-29 1.3047E-29 1.7153E-29 1.7153E-29 1.7153E-29 1.7153E-29 1.7153E-29 1.7153E-29 
1520  57    34    2.2290E-17 2.3364E-17 2.4790E-17 2.6440E-17 2.8310E-17 3.2291E-17 3.5450E-17 4.6930E-17 9.7040E-17 2.0770E-16 5.6020E-16 1.9470E-15 4.7990E-15 1.6280E-14 6.0510E-14 1.1840E-13 2.0380E-13 3.0023E-13 3.9520E-13 4.8360E-13 4.8360E-13 4.8360E-13 4.8360E-13 4.8360E-13 4.8360E-13 
1521  57    35    1.3180E-16 1.3673E-16 1.4320E-16 1.5126E-16 1.6030E-16 1.8015E-16 1.9570E-16 2.5260E-16 4.9260E-16 9.9710E-16 2.5100E-15 7.9880E-15 1.8390E-14 5.6560E-14 1.9020E-13 3.5610E-13 5.9390E-13 8.6925E-13 1.1390E-12 1.4300E-12 1.4300E-12 1.4300E-12 1.4300E-12 1.4300E-12 1.4300E-12 
1522  57    36    4.3559E-35 3.1118E-34 3.7055E-33 9.2671E-33 2.4488E-32 5.5126E-32 9.8037E-32 1.9140E-31 4.0011E-31 6.1801E-31 9.4505E-31 1.4741E-30 1.9781E-30 2.9170E-30 4.5828E-30 6.0496E-30 7.9979E-30 1.0737E-29 1.3233E-29 1.7398E-29 1.7398E-29 1.7398E-29 1.7398E-29 1.7398E-29 1.7398E-29 
1523  57    37    5.5560E-16 5.7065E-16 5.9020E-16 6.1684E-16 6.4640E-16 7.1438E-16 7.6690E-16 9.5820E-16 1.7210E-15 3.2130E-15 7.3510E-15 2.0960E-14 4.4690E-14 1.2430E-13 3.7980E-13 6.8390E-13 1.1140E-12 1.5961E-12 2.0600E-12 2.4960E-12 2.4960E-12 2.4960E-12 2.4960E-12 2.4960E-12 2.4960E-12 
1524  57    38    2.0620E-15 2.1022E-15 2.1540E-15 2.2335E-15 2.3210E-15 2.5324E-15 2.6940E-15 3.2950E-15 5.6230E-15 9.9350E-15 2.1000E-14 5.3320E-14 1.0310E-13 2.4590E-13 6.2700E-13 1.0350E-12 1.5950E-12 2.2691E-12 2.9140E-12 3.6410E-12 3.6410E-12 3.6410E-12 3.6410E-12 3.6410E-12 3.6410E-12 
1525  57    39    6.7570E-15 6.8517E-15 6.9730E-15 7.1832E-15 7.4130E-15 7.9881E-15 8.4230E-15 1.0020E-14 1.5830E-14 2.5870E-14 4.9830E-14 1.1410E-13 2.0610E-13 4.5130E-13 1.0500E-12 1.6480E-12 2.4240E-12 3.2781E-12 4.0610E-12 4.8180E-12 4.8180E-12 4.8180E-12 4.8180E-12 4.8180E-12 4.8180E-12 
1526  57    40    2.1050E-14 2.1261E-14 2.1530E-14 2.2076E-14 2.2670E-14 2.4207E-14 2.5360E-14 2.9600E-14 4.4320E-14 6.8130E-14 1.2060E-13 2.4680E-13 4.0860E-13 7.8750E-13 1.5750E-12 2.2950E-12 3.2310E-12 4.4057E-12 5.4900E-12 6.7410E-12 6.7410E-12 6.7410E-12 6.7410E-12 6.7410E-12 6.7410E-12 
1527  57    41    5.6500E-14 5.6945E-14 5.7510E-14 5.8753E-14 6.0100E-14 6.3563E-14 6.6140E-14 7.5270E-14 1.0520E-13 1.5060E-13 2.4480E-13 4.5610E-13 7.1270E-13 1.2830E-12 2.3900E-12 3.3180E-12 4.4090E-12 5.5998E-12 6.6350E-12 7.6930E-12 7.6930E-12 7.6930E-12 7.6930E-12 7.6930E-12 7.6930E-12 
1528  57    42    1.5810E-13 1.5907E-13 1.6030E-13 1.6338E-13 1.6670E-13 1.7515E-13 1.8140E-13 2.0200E-13 2.6180E-13 3.4290E-13 4.9500E-13 8.0320E-13 1.1500E-12 1.8810E-12 3.2720E-12 4.4910E-12 6.0560E-12 7.9875E-12 9.7210E-12 1.1590E-11 1.1590E-11 1.1590E-11 1.1590E-11 1.1590E-11 1.1590E-11 
1529  57    43    4.4184E-35 3.1565E-34 3.7587E-33 9.4002E-33 2.4839E-32 5.5918E-32 9.9445E-32 1.9415E-31 4.0586E-31 6.2688E-31 9.5862E-31 1.4952E-30 2.0065E-30 2.9588E-30 4.6486E-30 6.1365E-30 8.1128E-30 1.0891E-29 1.3423E-29 1.7648E-29 1.7648E-29 1.7648E-29 1.7648E-29 1.7648E-29 1.7648E-29 
1530  57    44    3.4420E-13 3.4654E-13 3.4950E-13 3.5580E-13 3.6260E-13 3.7839E-13 3.9000E-13 4.2740E-13 5.3540E-13 6.7920E-13 9.3970E-13 1.4380E-12 1.9600E-12 2.9580E-12 4.5690E-12 5.7540E-12 7.0870E-12 8.6369E-12 9.9380E-12 1.1380E-11 1.1380E-11 1.1380E-11 1.1380E-11 1.1380E-11 1.1380E-11 
1531  57    45    9.3060E-13 9.3690E-13 9.4490E-13 9.6121E-13 9.7880E-13 1.0170E-12 1.0450E-12 1.1220E-12 1.3050E-12 1.5110E-12 1.8460E-12 2.4370E-12 3.0430E-12 4.2560E-12 6.5640E-12 8.6300E-12 1.1260E-11 1.4279E-11 1.6900E-11 1.9370E-11 1.9370E-11 1.9370E-11 1.9370E-11 1.9370E-11 1.9370E-11 
1532  57    46    1.5370E-12 1.5515E-12 1.5700E-12 1.5988E-12 1.6300E-12 1.6855E-12 1.7260E-12 1.8330E-12 2.0880E-12 2.3800E-12 2.8470E-12 3.6260E-12 4.3580E-12 5.6270E-12 7.5220E-12 8.9210E-12 1.0610E-11 1.2788E-11 1.4600E-11 1.6650E-11 1.6650E-11 1.6650E-11 1.6650E-11 1.6650E-11 1.6650E-11 
1533  57    47    4.3690E-12 4.4160E-12 4.4760E-12 4.5596E-12 4.6500E-12 4.7998E-12 4.9090E-12 5.1610E-12 5.6760E-12 6.1930E-12 6.9570E-12 8.1790E-12 9.3400E-12 1.1510E-11 1.5310E-11 1.8490E-11 2.2260E-11 2.6189E-11 2.9390E-11 3.1870E-11 3.1870E-11 3.1870E-11 3.1870E-11 3.1870E-11 3.1870E-11 
1534  57    48    4.4820E-35 3.2019E-34 3.8127E-33 9.5354E-33 2.5197E-32 5.6722E-32 1.0088E-31 1.9694E-31 4.1169E-31 6.3590E-31 9.7241E-31 1.5168E-30 2.0353E-30 3.0014E-30 4.7155E-30 6.2248E-30 8.2295E-30 1.1048E-29 1.3616E-29 1.7901E-29 1.7901E-29 1.7901E-29 1.7901E-29 1.7901E-29 1.7901E-29 
1535  57    49    4.9780E-12 5.0577E-12 5.1600E-12 5.2747E-12 5.3990E-12 5.5599E-12 5.6770E-12 5.8920E-12 6.2730E-12 6.6320E-12 7.1460E-12 7.9540E-12 8.7100E-12 1.0110E-11 1.2560E-11 1.4710E-11 1.7460E-11 2.0872E-11 2.3690E-11 2.6540E-11 2.6540E-11 2.6540E-11 2.6540E-11 2.6540E-11 2.6540E-11 
1536  57    50    1.6510E-11 1.6808E-11 1.7190E-11 1.7588E-11 1.8020E-11 1.8535E-11 1.8910E-11 1.9570E-11 2.0730E-11 2.1800E-11 2.3300E-11 2.5550E-11 2.7530E-11 3.0890E-11 3.5980E-11 3.9650E-11 4.3550E-11 4.7109E-11 4.9810E-11 5.0910E-11 5.0910E-11 5.0910E-11 5.0910E-11 5.0910E-11 5.0910E-11 
1537  57    51    1.2270E-11 1.2605E-11 1.3040E-11 1.3451E-11 1.3900E-11 1.4408E-11 1.4780E-11 1.5380E-11 1.6370E-11 1.7270E-11 1.8500E-11 2.0360E-11 2.2050E-11 2.5020E-11 2.9930E-11 3.3860E-11 3.8470E-11 4.3515E-11 4.7490E-11 5.0780E-11 5.0780E-11 5.0780E-11 5.0780E-11 5.0780E-11 5.0780E-11 
1538  57    52    4.5464E-35 3.2479E-34 3.8675E-33 9.6724E-33 2.5559E-32 5.7537E-32 1.0232E-31 1.9977E-31 4.1761E-31 6.4503E-31 9.8638E-31 1.5385E-30 2.0646E-30 3.0445E-30 4.7832E-30 6.3142E-30 8.3477E-30 1.1207E-29 1.3812E-29 1.8159E-29 1.8159E-29 1.8159E-29 1.8159E-29 1.8159E-29 1.8159E-29 
1539  57    53    4.8770E-11 5.0195E-11 5.2050E-11 5.3612E-11 5.5320E-11 5.6729E-11 5.7750E-11 5.8620E-11 5.9280E-11 5.9650E-11 6.0190E-11 6.1190E-11 6.2240E-11 6.4280E-11 6.7780E-11 7.0440E-11 7.3230E-11 7.5240E-11 7.6700E-11 7.5080E-11 7.5080E-11 7.5080E-11 7.5080E-11 7.5080E-11 7.5080E-11 
1540  57    54    3.5690E-11 3.7324E-11 3.9490E-11 4.1434E-11 4.3600E-11 4.6083E-11 4.7930E-11 5.0970E-11 5.5770E-11 5.9650E-11 6.4400E-11 7.0610E-11 7.5580E-11 8.3460E-11 9.4960E-11 1.0320E-10 1.1200E-10 1.1993E-10 1.2590E-10 1.2780E-10 1.2780E-10 1.2780E-10 1.2780E-10 1.2780E-10 1.2780E-10 
1541  57    55    4.6114E-35 3.2944E-34 3.9228E-33 9.8108E-33 2.5924E-32 5.8360E-32 1.0379E-31 2.0263E-31 4.2358E-31 6.5426E-31 1.0005E-30 1.5606E-30 2.0941E-30 3.0881E-30 4.8516E-30 6.4045E-30 8.4671E-30 1.1367E-29 1.4009E-29 1.8418E-29 1.8418E-29 1.8418E-29 1.8418E-29 1.8418E-29 1.8418E-29 
1542  57    56    1.0160E-10 1.0658E-10 1.1320E-10 1.1781E-10 1.2290E-10 1.2528E-10 1.2700E-10 1.2550E-10 1.1970E-10 1.1460E-10 1.0900E-10 1.0350E-10 1.0060E-10 9.8390E-11 9.9280E-11 1.0160E-10 1.0460E-10 1.0571E-10 1.0650E-10 1.0120E-10 1.0120E-10 1.0120E-10 1.0120E-10 1.0120E-10 1.0120E-10 
1543  58    1     6.5680E-23 6.8866E-23 7.3100E-23 7.6205E-23 7.9640E-23 8.5674E-23 9.0230E-23 1.0390E-22 1.4510E-22 2.2680E-22 5.2490E-22 2.5010E-21 1.2010E-20 1.6380E-19 5.6330E-18 5.2770E-17 3.8700E-16 1.7183E-15 4.9480E-15 1.1210E-14 1.1210E-14 1.1210E-14 1.1210E-14 1.1210E-14 1.1210E-14 
1544  58    2     3.0490E-22 3.1988E-22 3.3980E-22 3.5432E-22 3.7040E-22 3.9849E-22 4.1970E-22 4.8360E-22 6.7790E-22 1.0570E-21 2.4090E-21 1.1050E-20 5.0880E-20 6.5000E-19 2.0320E-17 1.7900E-16 1.2510E-15 5.4183E-15 1.5330E-14 3.4360E-14 3.4360E-14 3.4360E-14 3.4360E-14 3.4360E-14 3.4360E-14 
1545  58    3     9.9970E-22 1.0496E-21 1.1160E-21 1.1639E-21 1.2170E-21 1.3093E-21 1.3790E-21 1.5910E-21 2.2380E-21 3.4780E-21 7.7740E-21 3.3890E-20 1.4770E-19 1.7210E-18 4.6670E-17 3.7240E-16 2.3970E-15 9.9189E-15 2.7170E-14 5.9740E-14 5.9740E-14 5.9740E-14 5.9740E-14 5.9740E-14 5.9740E-14 
1546  58    4     3.0260E-21 3.1791E-21 3.3830E-21 3.5306E-21 3.6940E-21 3.9732E-21 4.1840E-21 4.8300E-21 6.8140E-21 1.0550E-20 2.3120E-20 9.5900E-20 3.9500E-19 4.1860E-18 9.7530E-17 6.9580E-16 4.0580E-15 1.5823E-14 4.1550E-14 8.8920E-14 8.8920E-14 8.8920E-14 8.8920E-14 8.8920E-14 8.8920E-14 
1547  58    5     8.6980E-21 9.1446E-21 9.7400E-21 1.0172E-20 1.0650E-20 1.1453E-20 1.2060E-20 1.3920E-20 1.9670E-20 3.0320E-20 6.5180E-20 2.5780E-19 1.0060E-18 9.7130E-18 1.9480E-16 1.2420E-15 6.5320E-15 2.3804E-14 5.9580E-14 1.2350E-13 1.2350E-13 1.2350E-13 1.2350E-13 1.2350E-13 1.2350E-13 
1548  58    6     2.3990E-20 2.5237E-20 2.6900E-20 2.8100E-20 2.9430E-20 3.1652E-20 3.3330E-20 3.8490E-20 5.4450E-20 8.3490E-20 1.7610E-19 6.6520E-19 2.4610E-18 2.1700E-17 3.7630E-16 2.1510E-15 1.0230E-14 3.4728E-14 8.2660E-14 1.6520E-13 1.6520E-13 1.6520E-13 1.6520E-13 1.6520E-13 1.6520E-13 
1549  58    7     6.3880E-20 6.7258E-20 7.1770E-20 7.4999E-20 7.8580E-20 8.4506E-20 8.8980E-20 1.0280E-19 1.4540E-19 2.2170E-19 4.5890E-19 1.6570E-18 5.8200E-18 4.6910E-17 7.0620E-16 3.6350E-15 1.5690E-14 4.9590E-14 1.1220E-13 2.1610E-13 2.1610E-13 2.1610E-13 2.1610E-13 2.1610E-13 2.1610E-13 
1550  58    8     1.6490E-19 1.7376E-19 1.8560E-19 1.9404E-19 2.0340E-19 2.1873E-19 2.3030E-19 2.6590E-19 3.7580E-19 5.6970E-19 1.1580E-18 4.0000E-18 1.3350E-17 9.8470E-17 1.2920E-15 6.0160E-15 2.3680E-14 6.9719E-14 1.5000E-13 2.7760E-13 2.7760E-13 2.7760E-13 2.7760E-13 2.7760E-13 2.7760E-13 
1551  58    9     4.1410E-19 4.3664E-19 4.6680E-19 4.8827E-19 5.1210E-19 5.5062E-19 5.7970E-19 6.6920E-19 9.4440E-19 1.4220E-18 2.8370E-18 9.3880E-18 2.9810E-17 2.0130E-16 2.3080E-15 9.7580E-15 3.5140E-14 9.6611E-14 1.9800E-13 3.5340E-13 3.5340E-13 3.5340E-13 3.5340E-13 3.5340E-13 3.5340E-13 
1552  58    10    1.0130E-18 1.0690E-18 1.1440E-18 1.1971E-18 1.2560E-18 1.3506E-18 1.4220E-18 1.6400E-18 2.3090E-18 3.4540E-18 6.7620E-18 2.1440E-17 6.4800E-17 4.0090E-16 4.0320E-15 1.5560E-14 5.1510E-14 1.3234E-13 2.5850E-13 4.4290E-13 4.4290E-13 4.4290E-13 4.4290E-13 4.4290E-13 4.4290E-13 
1553  58    11    2.4190E-18 2.5545E-18 2.7360E-18 2.8644E-18 3.0070E-18 3.2327E-18 3.4030E-18 3.9240E-18 5.5090E-18 8.1810E-18 1.5720E-17 4.7800E-17 1.3760E-16 7.8040E-16 6.9030E-15 2.4370E-14 7.4320E-14 1.7920E-13 3.3460E-13 5.5460E-13 5.5460E-13 5.5460E-13 5.5460E-13 5.5460E-13 5.5460E-13 
1554  58    12    5.6390E-18 5.9598E-18 6.3900E-18 6.6930E-18 7.0300E-18 7.5572E-18 7.9550E-18 9.1630E-18 1.2820E-17 1.8880E-17 3.5620E-17 1.0390E-16 2.8490E-16 1.4820E-15 1.1570E-14 3.7590E-14 1.0610E-13 2.3991E-13 4.2800E-13 6.8150E-13 6.8150E-13 6.8150E-13 6.8150E-13 6.8150E-13 6.8150E-13 
1555  58    13    1.2870E-17 1.3609E-17 1.4600E-17 1.5301E-17 1.6080E-17 1.7288E-17 1.8200E-17 2.0940E-17 2.9170E-17 4.2640E-17 7.8940E-17 2.2100E-16 5.7790E-16 2.7600E-15 1.9070E-14 5.7060E-14 1.4930E-13 3.1859E-13 5.4550E-13 8.4390E-13 8.4390E-13 8.4390E-13 8.4390E-13 8.4390E-13 8.4390E-13 
1556  58    14    2.8690E-17 3.0371E-17 3.2630E-17 3.4211E-17 3.5970E-17 3.8655E-17 4.0680E-17 4.6750E-17 6.4810E-17 9.3890E-17 1.7050E-16 4.5820E-16 1.1430E-15 5.0110E-15 3.0750E-14 8.5290E-14 2.0780E-13 4.1720E-13 6.8410E-13 1.0190E-12 1.0190E-12 1.0190E-12 1.0190E-12 1.0190E-12 1.0190E-12 
1557  58    15    6.2740E-17 6.6463E-17 7.1470E-17 7.4971E-17 7.8870E-17 8.4763E-17 8.9210E-17 1.0240E-16 1.4120E-16 2.0280E-16 3.6150E-16 9.3290E-16 2.2220E-15 8.9550E-15 4.8910E-14 1.2590E-13 2.8610E-13 5.4572E-13 8.6290E-13 1.2530E-12 1.2530E-12 1.2530E-12 1.2530E-12 1.2530E-12 1.2530E-12 
1558  58    16    1.3400E-16 1.4210E-16 1.5300E-16 1.6057E-16 1.6900E-16 1.8160E-16 1.9110E-16 2.1890E-16 3.0000E-16 4.2660E-16 7.4530E-16 1.8470E-15 4.1990E-15 1.5560E-14 7.5880E-14 1.8220E-13 3.8770E-13 6.9825E-13 1.0600E-12 1.4890E-12 1.4890E-12 1.4890E-12 1.4890E-12 1.4890E-12 1.4890E-12 
1559  58    17    2.8160E-16 2.9881E-16 3.2200E-16 3.3812E-16 3.5610E-16 3.8261E-16 4.0260E-16 4.6060E-16 6.2760E-16 8.8440E-16 1.5160E-15 3.6100E-15 7.8480E-15 2.6790E-14 1.1700E-13 2.6250E-13 5.2530E-13 9.0529E-13 1.3320E-12 1.8270E-12 1.8270E-12 1.8270E-12 1.8270E-12 1.8270E-12 1.8270E-12 
1560  58    18    5.7670E-16 6.1247E-16 6.6070E-16 6.9417E-16 7.3150E-16 7.8560E-16 8.2640E-16 9.4340E-16 1.2750E-15 1.7770E-15 2.9820E-15 6.8140E-15 1.4150E-14 4.4440E-14 1.7400E-13 3.6600E-13 6.8940E-13 1.1285E-12 1.6010E-12 2.1430E-12 2.1430E-12 2.1430E-12 2.1430E-12 2.1430E-12 2.1430E-12 
1561  58    19    1.1670E-15 1.2406E-15 1.3400E-15 1.4085E-15 1.4850E-15 1.5945E-15 1.6770E-15 1.9120E-15 2.5690E-15 3.5460E-15 5.8400E-15 1.2830E-14 2.5540E-14 7.4120E-14 2.6170E-13 5.1820E-13 9.2680E-13 1.4619E-12 2.0200E-12 2.6330E-12 2.6330E-12 2.6330E-12 2.6330E-12 2.6330E-12 2.6330E-12 
1562  58    20    2.2890E-15 2.4349E-15 2.6320E-15 2.7681E-15 2.9200E-15 3.1350E-15 3.2970E-15 3.7470E-15 4.9860E-15 6.7920E-15 1.0930E-14 2.3030E-14 4.3790E-14 1.1690E-13 3.7010E-13 6.8920E-13 1.1660E-12 1.7639E-12 2.3660E-12 3.0620E-12 3.0620E-12 3.0620E-12 3.0620E-12 3.0620E-12 3.0620E-12 
